ClaimId,FeatureKey,rank,shap_value,abs_shap,raw_value,encoded_value,fraud_score,y_true
42,9,1,2.1016351647800184,2.1016351647800184,0.472,360.0,0.9813070297241212,1
42,19,2,1.552880524799839,1.552880524799839,23.666666666666664,165.0,0.9813070297241212,1
42,11,3,1.4248430349782577,1.4248430349782577,412,388.0,0.9813070297241212,1
42,8,4,1.275085536355982,1.275085536355982,58,38.0,0.9813070297241212,1
42,17,5,0.686468940312625,0.686468940312625,9,8.0,0.9813070297241212,1
67,9,1,1.0106927632408045,1.0106927632408045,0.666,509.0,0.0975493416190147,1
67,12,2,0.898327708474244,0.898327708474244,25,23.0,0.0975493416190147,1
67,18,3,0.8257071812191135,0.8257071812191135,Professional,2.0,0.0975493416190147,1
67,11,4,-0.779564233029414,0.779564233029414,301,277.0,0.0975493416190147,1
67,2,5,0.4558267148231243,0.4558267148231243,61,11.0,0.0975493416190147,1
204,9,1,2.538028358261654,2.538028358261654,0.546,416.0,0.9776701331138612,1
204,11,2,1.9019112752517688,1.9019112752517688,407,383.0,0.9776701331138612,1
204,5,3,1.7491004501822318,1.7491004501822318,1,1.0,0.9776701331138612,1
204,17,4,0.6751595471326436,0.6751595471326436,10,9.0,0.9776701331138612,1
204,19,5,0.458493916163643,0.458493916163643,25.083333333333336,194.0,0.9776701331138612,1
233,9,1,2.416211932788137,2.416211932788137,0.749,569.0,0.9561313390731812,1
233,11,2,1.443048916900334,1.443048916900334,418,394.0,0.9561313390731812,1
233,19,3,1.4124224769441935,1.4124224769441935,18.166666666666664,42.0,0.9561313390731812,1
233,17,4,1.0320837789791404,1.0320837789791404,6,5.0,0.9561313390731812,1
233,8,5,0.567574955999662,0.567574955999662,53,33.0,0.9561313390731812,1
238,12,1,-2.314415630392141,2.314415630392141,47,45.0,0.0017759865149855,1
238,11,2,1.232274232696145,1.232274232696145,564,540.0,0.0017759865149855,1
238,9,3,1.014155906056767,1.014155906056767,0.749,569.0,0.0017759865149855,1
238,8,4,-0.985739371276286,0.985739371276286,73,53.0,0.0017759865149855,1
238,19,5,-0.4937086744611588,0.4937086744611588,26.0,212.0,0.0017759865149855,1
312,11,1,2.085790183440331,2.085790183440331,488,464.0,0.986992120742798,1
312,9,2,2.002627794265791,2.002627794265791,0.422,321.0,0.986992120742798,1
312,19,3,1.876240388119804,1.876240388119804,29.333333333333336,280.0,0.986992120742798,1
312,8,4,1.611164269806468,1.611164269806468,70,50.0,0.986992120742798,1
312,12,5,-0.8690727499310742,0.8690727499310742,41,39.0,0.986992120742798,1
349,19,1,2.177990851628256,2.177990851628256,18.0,38.0,0.9687697291374208,1
349,9,2,1.9625308250693707,1.9625308250693707,0.499,380.0,0.9687697291374208,1
349,17,3,0.8308692179468926,0.8308692179468926,10,9.0,0.9687697291374208,1
349,4,4,0.808637547107137,0.808637547107137,1,1.0,0.9687697291374208,1
349,3,5,0.6597656283876858,0.6597656283876858,1,1.0,0.9687697291374208,1
725,6,1,-0.923548896782595,0.923548896782595,1,1.0,0.0118580143898725,1
725,11,2,-0.8464745461972052,0.8464745461972052,152,128.0,0.0118580143898725,1
725,2,3,0.7850429270608947,0.7850429270608947,95,45.0,0.0118580143898725,1
725,17,4,0.608043144912117,0.608043144912117,5,4.0,0.0118580143898725,1
725,9,5,0.4449538564077375,0.4449538564077375,0.333,253.0,0.0118580143898725,1
903,9,1,1.8687004385022736,1.8687004385022736,0.666,509.0,0.005731085781008,1
903,19,2,-1.0149221482995927,1.0149221482995927,22.416666666666664,139.0,0.005731085781008,1
903,11,3,-0.8274012935816427,0.8274012935816427,403,379.0,0.005731085781008,1
903,17,4,-0.5797954687716629,0.5797954687716629,5,4.0,0.005731085781008,1
903,8,5,0.3204296413275005,0.3204296413275005,56,36.0,0.005731085781008,1
920,17,1,-1.475942936770953,1.475942936770953,13,12.0,0.0115961097180843,1
920,9,2,0.9177448082910814,0.9177448082910814,0.583,444.0,0.0115961097180843,1
920,12,3,0.7762393469925882,0.7762393469925882,14,12.0,0.0115961097180843,1
920,19,4,-0.7333222585718613,0.7333222585718613,17.916666666666664,35.0,0.0115961097180843,1
920,7,5,-0.576776178291475,0.576776178291475,0,0.0,0.0115961097180843,1
941,9,1,0.8760158913436317,0.8760158913436317,0.404,308.0,0.0532247759401798,1
941,19,2,0.7895806379938586,0.7895806379938586,27.166666666666664,236.0,0.0532247759401798,1
941,8,3,0.6693057099970611,0.6693057099970611,61,41.0,0.0532247759401798,1
941,17,4,-0.5064561514629168,0.5064561514629168,7,6.0,0.0532247759401798,1
941,7,5,-0.3298888490309764,0.3298888490309764,0,0.0,0.0532247759401798,1
982,19,1,-1.9579007230361456,1.9579007230361456,17.416666666666668,23.0,0.0012776014627888,1
982,9,2,-1.9569264333478715,1.9569264333478715,0.083,62.0,0.0012776014627888,1
982,12,3,1.0508452111660882,1.0508452111660882,19,17.0,0.0012776014627888,1
982,17,4,0.6490512335136737,0.6490512335136737,10,9.0,0.0012776014627888,1
982,18,5,0.4832542649329843,0.4832542649329843,Private+trip to office,1.0,0.0012776014627888,1
1013,9,1,3.007013814134116,3.007013814134116,0.833,633.0,0.9443779587745668,1
1013,19,2,1.1423620075996588,1.1423620075996588,18.5,52.0,0.9443779587745668,1
1013,11,3,0.958396307639614,0.958396307639614,426,402.0,0.9443779587745668,1
1013,8,4,0.5849992011267751,0.5849992011267751,54,34.0,0.9443779587745668,1
1013,18,5,0.5719977861123334,0.5719977861123334,Professional,2.0,0.9443779587745668,1
1024,9,1,4.543656541198434,4.543656541198434,0.912,690.0,0.9547317028045654,1
1024,12,2,0.748171468477085,0.748171468477085,22,20.0,0.9547317028045654,1
1024,19,3,0.615561877918035,0.615561877918035,18.25,45.0,0.9547317028045654,1
1024,7,4,0.5842321878915755,0.5842321878915755,1,1.0,0.9547317028045654,1
1024,6,5,0.5700413990810194,0.5700413990810194,1,1.0,0.9547317028045654,1
1033,9,1,2.576904000155646,2.576904000155646,0.603,461.0,0.1263928711414337,1
1033,19,2,-1.0733463261324503,1.0733463261324503,17.166666666666664,16.0,0.1263928711414337,1
1033,16,3,0.7634689090601751,0.7634689090601751,1,1.0,0.1263928711414337,1
1033,7,4,0.5566750983794191,0.5566750983794191,1,1.0,0.1263928711414337,1
1033,12,5,0.3494286073719558,0.3494286073719558,13,11.0,0.1263928711414337,1
1212,9,1,3.1293355017243267,3.1293355017243267,0.833,633.0,0.9844167828559875,1
1212,11,2,2.599604281181091,2.599604281181091,621,597.0,0.9844167828559875,1
1212,4,3,2.1932784794140754,2.1932784794140754,2+,2.0,0.9844167828559875,1
1212,12,4,-1.8380077411093956,1.8380077411093956,52,50.0,0.9844167828559875,1
1212,19,5,1.5531756817543647,1.5531756817543647,23.25,157.0,0.9844167828559875,1
1214,11,1,3.4600572752052177,3.4600572752052177,475,451.0,0.9389222264289856,1
1214,19,2,1.0264117628763778,1.0264117628763778,18.416666666666664,49.0,0.9389222264289856,1
1214,17,3,1.0075658748282876,1.0075658748282876,10,9.0,0.9389222264289856,1
1214,12,4,-0.951269312232762,0.951269312232762,40,38.0,0.9389222264289856,1
1214,9,5,0.792687177902626,0.792687177902626,0.166,125.0,0.9389222264289856,1
1397,11,1,2.51102968190331,2.51102968190331,499,475.0,0.9263750910758972,1
1397,9,2,1.9750001905006505,1.9750001905006505,0.5,381.0,0.9263750910758972,1
1397,12,3,-0.9731789132085396,0.9731789132085396,42,40.0,0.9263750910758972,1
1397,8,4,0.8184221928225451,0.8184221928225451,63,43.0,0.9263750910758972,1
1397,19,5,0.7558370537276642,0.7558370537276642,21.416666666666664,118.0,0.9263750910758972,1
1398,9,1,1.5918654590022925,1.5918654590022925,0.439,335.0,0.9818065166473388,1
1398,2,2,1.4338024094222055,1.4338024094222055,72,22.0,0.9818065166473388,1
1398,12,3,1.398550225898871,1.398550225898871,19,17.0,0.9818065166473388,1
1398,19,4,1.329577342127959,1.329577342127959,20.75,105.0,0.9818065166473388,1
1398,11,5,0.6582587505585252,0.6582587505585252,231,207.0,0.9818065166473388,1
1406,9,1,2.491421518987845,2.491421518987845,0.499,380.0,0.983428418636322,1
1406,12,2,1.3577562798027794,1.3577562798027794,18,16.0,0.983428418636322,1
1406,19,3,1.1950798276654586,1.1950798276654586,31.583333333333332,324.0,0.983428418636322,1
1406,2,4,1.0653810070327017,1.0653810070327017,90,40.0,0.983428418636322,1
